#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	11	Light Green 20	10	LAMTOR2	9606.ENSP00000357288	Ragulator complex protein LAMTOR2; As part of the Ragulator complex it is involved in amino acid sensing and activation of mTORC1, a signaling complex promoting cell growth in response to growth factors, energy levels, and amino acids. Activated by amino acids through a mechanism involving the lysosomal V-ATPase, the Ragulator functions as a guanine nucleotide exchange factor activating the small GTPases Rag. Activated Ragulator and Rag GTPases function as a scaffold recruiting mTORC1 to lysosomes where it is in turn activated. Adapter protein that enhances the efficiency of the MAP ki [...] 
MCL	11	Light Green 20	10	LAMTOR3	9606.ENSP00000424183	Late endosomal/lysosomal adaptor, mapk and mtor activator 3; Ragulator complex protein LAMTOR3; As part of the Ragulator complex it is involved in amino acid sensing and activation of mTORC1, a signaling complex promoting cell growth in response to growth factors, energy levels, and amino acids. Activated by amino acids through a mechanism involving the lysosomal V-ATPase, the Ragulator functions as a guanine nucleotide exchange factor activating the small GTPases Rag. Activated Ragulator and Rag GTPases function as a scaffold recruiting mTORC1 to lysosomes where it is in turn activate [...] 
MCL	11	Light Green 20	10	LAMTOR5	9606.ENSP00000256644	Ragulator complex protein LAMTOR5; As part of the Ragulator complex it is involved in amino acid sensing and activation of mTORC1, a signaling complex promoting cell growth in response to growth factors, energy levels, and amino acids. Activated by amino acids through a mechanism involving the lysosomal V-ATPase, the Ragulator functions as a guanine nucleotide exchange factor activating the small GTPases Rag. Activated Ragulator and Rag GTPases function as a scaffold recruiting mTORC1 to lysosomes where it is in turn activated. When complexed to BIRC5, interferes with apoptosome assemb [...] 
MCL	12	Light Green 15	9	APMAP	9606.ENSP00000217456	Adipocyte plasma membrane-associated protein; Exhibits strong arylesterase activity with beta-naphthyl acetate and phenyl acetate. May play a role in adipocyte differentiation; Belongs to the strictosidine synthase family
MCL	12	Light Green 15	9	ARL6IP5	9606.ENSP00000273258	Adp ribosylation factor like gtpase 6 interacting protein 5; PRA1 family protein 3; Regulates intracellular concentrations of taurine and glutamate. Negatively modulates SLC1A1/EAAC1 glutamate transport activity by decreasing its affinity for glutamate in a PKC activity-dependent manner. May be involved in membrane traffic; YIP family
MCL	12	Light Green 15	9	ATL1	9606.ENSP00000351155	Atlastin-1; GTPase tethering membranes through formation of trans- homooligomers and mediating homotypic fusion of endoplasmic reticulum membranes. Functions in endoplasmic reticulum tubular network biogenesis. May also regulate Golgi biogenesis. May regulate axonal development; Belongs to the TRAFAC class dynamin-like GTPase superfamily. GB1/RHD3-type GTPase family. GB1 subfamily
MCL	12	Light Green 15	9	ATL3	9606.ENSP00000381844	Atlastin-3; GTPase tethering membranes through formation of trans- homooligomers and mediating homotypic fusion of endoplasmic reticulum membranes. Functions in endoplasmic reticulum tubular network biogenesis
MCL	12	Light Green 15	9	CKAP4	9606.ENSP00000367265	Cytoskeleton-associated protein 4; High-affinity epithelial cell surface receptor for APF
MCL	12	Light Green 15	9	PRAF2	9606.ENSP00000451962	PRA1 family protein 2; May be involved in ER/Golgi transport and vesicular traffic. Plays a proapoptic role in cerulenin-induced neuroblastoma apoptosis; YIP family
MCL	12	Light Green 15	9	RTN1	9606.ENSP00000267484	Reticulon-1; May be involved in neuroendocrine secretion or in membrane trafficking in neuroendocrine cells
MCL	12	Light Green 15	9	RTN4	9606.ENSP00000337838	Reticulon-4; Developmental neurite growth regulatory factor with a role as a negative regulator of axon-axon adhesion and growth, and as a facilitator of neurite branching. Regulates neurite fasciculation, branching and extension in the developing nervous system. Involved in down-regulation of growth, stabilization of wiring and restriction of plasticity in the adult CNS. Regulates the radial migration of cortical neurons via an RTN4R-LINGO1 containing receptor complex (By similarity). Isoform 2 reduces the anti-apoptotic activity of Bcl-xl and Bcl-2. This is likely consecutive to thei [...] 
MCL	12	Light Green 15	9	TMEM33	9606.ENSP00000422473	Transmembrane protein 33; Acts as a regulator of the tubular endoplasmic reticulum (ER) network. Suppresses the RTN3/4-induced formation of the ER tubules. Positively regulates PERK-mediated and IRE1-mediated unfolded protein response signaling
MCL	13	Light Green 11	9	CPNE3	9606.ENSP00000477590	Copine-3; Calcium-dependent phospholipid-binding protein that plays a role in ERBB2-mediated tumor cell migration in response to growth factor heregulin stimulation; Belongs to the copine family
MCL	13	Light Green 11	9	GDI1	9606.ENSP00000394071	Rab GDP dissociation inhibitor alpha; Regulates the GDP/GTP exchange reaction of most Rab proteins by inhibiting the dissociation of GDP from them, and the subsequent binding of GTP to them. Promotes the dissociation of GDP-bound Rab proteins from the membrane and inhibits their activation. Promotes the dissociation of RAB1A, RAB3A, RAB5A and RAB10 from membranes
MCL	13	Light Green 11	9	GDI2	9606.ENSP00000369538	Rab GDP dissociation inhibitor beta; Regulates the GDP/GTP exchange reaction of most Rab proteins by inhibiting the dissociation of GDP from them, and the subsequent binding of GTP to them
MCL	13	Light Green 11	9	PLIN3	9606.ENSP00000221957	Perilipin-3; Required for the transport of mannose 6-phosphate receptors (MPR) from endosomes to the trans-Golgi network; Perilipins
MCL	13	Light Green 11	9	RAB11B	9606.ENSP00000333547	Ras-related protein Rab-11B; The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different set of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. That Rab plays a role in endocytic recycling, regulating apical recycling of several transmembrane proteins including cystic fibrosis transmembrane conductance regulator/CFTR, epitheli [...] 
MCL	13	Light Green 11	9	RAB14	9606.ENSP00000362946	Ras-related protein Rab-14; Involved in membrane trafficking between the Golgi complex and endosomes during early embryonic development. Regulates the Golgi to endosome transport of FGFR-containing vesicles during early development, a key process for developing basement membrane and epiblast and primitive endoderm lineages during early postimplantation development. May act by modulating the kinesin KIF16B-cargo association to endosomes (By similarity). Regulates, together with its guanine nucleotide exchange factor DENND6A, the specific endocytic transport of ADAM10, N- cadherin/CDH2 s [...] 
MCL	13	Light Green 11	9	RAB21	9606.ENSP00000261263	Ras-related protein Rab-21; Regulates integrin internalization and recycling, but does not influence the traffic of endosomally translocated receptors in general. As a result, may regulate cell adhesion and migration (By similarity). During the mitosis of adherent cells, controls the endosomal trafficking of integrins which is required for the successful completion of cytokinesis. Involved in neurite growth (By similarity); RAB, member RAS oncogene GTPases
MCL	13	Light Green 11	9	RAB31	9606.ENSP00000461945	RAB31, member RAS oncogene family; Ras-related protein Rab-31; The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different set of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. Required for the integrity and for normal function of the Golgi apparatus and the trans-Golgi network. Plays a role in insulin-stimulated translocatio [...] 
MCL	13	Light Green 11	9	VPS45	9606.ENSP00000358126	Vacuolar protein sorting-associated protein 45; May play a role in vesicle-mediated protein trafficking from the Golgi stack through the trans-Golgi network
MCL	14	Light Green 8	9	CAST	9606.ENSP00000379157	Calpastatin; Specific inhibition of calpain (calcium-dependent cysteine protease). Plays a key role in postmortem tenderization of meat and have been proposed to be involved in muscle protein degradation in living tissue; Belongs to the protease inhibitor I27 (calpastatin) family
MCL	14	Light Green 8	9	ICAM5	9606.ENSP00000221980	Intercellular adhesion molecule 5; ICAM proteins are ligands for the leukocyte adhesion protein LFA-1 (integrin alpha-L/beta-2); Ig-like cell adhesion molecule family
MCL	14	Light Green 8	9	ITGA2	9606.ENSP00000296585	Integrin alpha-2; Integrin alpha-2/beta-1 is a receptor for laminin, collagen, collagen C-propeptides, fibronectin and E-cadherin. It recognizes the proline-hydroxylated sequence G-F-P-G-E-R in collagen. It is responsible for adhesion of platelets and other cells to collagens, modulation of collagen and collagenase gene expression, force generation and organization of newly synthesized extracellular matrix; CD molecules
MCL	14	Light Green 8	9	ITGA6	9606.ENSP00000386896	Integrin subunit alpha 6; Integrin alpha-6; Integrin alpha-6/beta-1 is a receptor for laminin on platelets. Integrin alpha-6/beta-4 is a receptor for laminin in epithelial cells and it plays a critical structural role in the hemidesmosome (By similarity). ITGA6:ITGB4 binds to NRG1 (via EGF domain) and this binding is essential for NRG1-ERBB signaling. ITGA6:ITGB4 binds to IGF1 and this binding is essential for IGF1 signaling
MCL	14	Light Green 8	9	ITGAV	9606.ENSP00000261023	Integrin alpha-V; The alpha-V (ITGAV) integrins are receptors for vitronectin, cytotactin, fibronectin, fibrinogen, laminin, matrix metalloproteinase-2, osteopontin, osteomodulin, prothrombin, thrombospondin and vWF. They recognize the sequence R-G-D in a wide array of ligands. ITGAV:ITGB3 binds to fractalkine (CX3CL1) and may act as its coreceptor in CX3CR1-dependent fractalkine signaling. ITGAV:ITGB3 binds to NRG1 (via EGF domain) and this binding is essential for NRG1-ERBB signaling. ITGAV:ITGB3 binds to FGF1 and this binding is essential for FGF1 signaling. ITGAV:ITGB3 binds to IGF [...] 
MCL	14	Light Green 8	9	ITGB1	9606.ENSP00000379350	Integrin beta-1; Integrins alpha-1/beta-1, alpha-2/beta-1, alpha-10/beta- 1 and alpha-11/beta-1 are receptors for collagen. Integrins alpha- 1/beta-1 and alpha-2/beta-2 recognize the proline-hydroxylated sequence G-F-P-G-E-R in collagen. Integrins alpha-2/beta-1, alpha- 3/beta-1, alpha-4/beta-1, alpha-5/beta-1, alpha-8/beta-1, alpha- 10/beta-1, alpha-11/beta-1 and alpha-V/beta-1 are receptors for fibronectin. Alpha-4/beta-1 recognizes one or more domains within the alternatively spliced CS-1 and CS-5 regions of fibronectin. Integrin alpha-5/beta-1 is a receptor for fibrinogen. Integrin [...] 
MCL	14	Light Green 8	9	ITGB2	9606.ENSP00000380948	Integrin beta-2; Integrin ITGAL/ITGB2 is a receptor for ICAM1, ICAM2, ICAM3 and ICAM4. Integrins ITGAM/ITGB2 and ITGAX/ITGB2 are receptors for the iC3b fragment of the third complement component and for fibrinogen. Integrin ITGAX/ITGB2 recognizes the sequence G-P-R in fibrinogen alpha-chain. Integrin ITGAM/ITGB2 recognizes P1 and P2 peptides of fibrinogen gamma chain. Integrin ITGAM/ITGB2 is also a receptor for factor X. Integrin ITGAD/ITGB2 is a receptor for ICAM3 and VCAM1. Contributes to natural killer cell cytotoxicity. Involved in leukocyte adhesion and transmigration of leukocyte [...] 
MCL	14	Light Green 8	9	ITGB8	9606.ENSP00000222573	Integrin subunit beta 8; Integrin beta-8; Integrin alpha-V/beta-8 is a receptor for fibronectin
MCL	14	Light Green 8	9	LAMC1	9606.ENSP00000258341	Laminin subunit gamma-1; Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components
MCL	15	Light Green 4	9	H1F0	9606.ENSP00000344504	H1 histone family member 0; Histone H1.0; Histones H1 are necessary for the condensation of nucleosome chains into higher-order structures. The H1F0 histones are found in cells that are in terminal stages of differentiation or that have low rates of cell division
MCL	15	Light Green 4	9	H2AFX	9606.ENSP00000434024	H2A histone family member X; Histone H2AX; Variant histone H2A which replaces conventional H2A in a subset of nucleosomes. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling. Required for checkpoint-mediated arrest of cell cycle progre [...] 
MCL	15	Light Green 4	9	HIST1H2BA	9606.ENSP00000274764	Histone cluster 1 h2b family member a; Histone H2B type 1-A; Variant histone specifically required to direct the transformation of dissociating nucleosomes to protamine in male germ cells (By similarity). Entirely replaces classical histone H2B prior nucleosome to protamine transition and probably acts as a nucleosome dissociating factor that creates a more dynamic chromatin, facilitating the large-scale exchange of histones (By similarity). Core component of nucleosome (By similarity). Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machiner [...] 
MCL	15	Light Green 4	9	HIST1H4F	9606.ENSP00000244537	Histone cluster 1 H4 family member f; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling (By similarity)
MCL	15	Light Green 4	9	NAP1L1	9606.ENSP00000477538	Nucleosome assembly protein 1-like 1; May be involved in modulating chromatin formation and contribute to regulation of cell proliferation; Belongs to the nucleosome assembly protein (NAP) family
MCL	15	Light Green 4	9	NASP	9606.ENSP00000255120	Nuclear autoantigenic sperm protein; Required for DNA replication, normal cell cycle progression and cell proliferation. Forms a cytoplasmic complex with HSP90 and H1 linker histones and stimulates HSP90 ATPase activity. NASP and H1 histone are subsequently released from the complex and translocate to the nucleus where the histone is released for binding to DNA
MCL	15	Light Green 4	9	SSRP1	9606.ENSP00000278412	Structure-specific recognition protein 1; FACT complex subunit SSRP1; Component of the FACT complex, a general chromatin factor that acts to reorganize nucleosomes. The FACT complex is involved in multiple processes that require DNA as a template such as mRNA elongation, DNA replication and DNA repair. During transcription elongation the FACT complex acts as a histone chaperone that both destabilizes and restores nucleosomal structure. It facilitates the passage of RNA polymerase II and transcription by promoting the dissociation of one histone H2A-H2B dimer from the nucleosome, then s [...] 
MCL	15	Light Green 4	9	XRCC5	9606.ENSP00000375978	X-ray repair cross-complementing protein 5; Single-stranded DNA-dependent ATP-dependent helicase. Has a role in chromosome translocation. The DNA helicase II complex binds preferentially to fork-like ends of double-stranded DNA in a cell cycle-dependent manner. It works in the 3'-5' direction. Binding to DNA may be mediated by XRCC6. Involved in DNA non-homologous end joining (NHEJ) required for double-strand break repair and V(D)J recombination. The XRCC5/6 dimer acts as regulatory subunit of the DNA-dependent protein kinase complex DNA-PK by increasing the affinity of the catalytic s [...] 
MCL	15	Light Green 4	9	XRCC6	9606.ENSP00000352257	X-ray repair cross-complementing protein 6; Single-stranded DNA-dependent ATP-dependent helicase. Has a role in chromosome translocation. The DNA helicase II complex binds preferentially to fork-like ends of double-stranded DNA in a cell cycle-dependent manner. It works in the 3'-5' direction. Binding to DNA may be mediated by XRCC6. Involved in DNA non-homologous end joining (NHEJ) required for double-strand break repair and V(D)J recombination. The XRCC5/6 dimer acts as regulatory subunit of the DNA-dependent protein kinase complex DNA-PK by increasing the affinity of the catalytic s [...] 
MCL	16	Green	8	ATP5A1	9606.ENSP00000381736	ATP synthase subunit alpha, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the  [...] 
MCL	16	Green	8	ATP5B	9606.ENSP00000262030	ATP synthase subunit beta, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the c [...] 
MCL	16	Green	8	ATP5I	9606.ENSP00000306003	ATP synthase subunit e, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the cent [...] 
MCL	16	Green	8	BASP1	9606.ENSP00000319281	Brain abundant membrane attached signal protein 1; Belongs to the BASP1 family
MCL	16	Green	8	SLC25A5	9606.ENSP00000360671	Solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31; ADP/ATP translocase 2; Catalyzes the exchange of cytoplasmic ADP with mitochondrial ATP across the mitochondrial inner membrane. As part of the mitotic spindle-associated MMXD complex it may play a role in chromosome segregation; Solute carriers
MCL	16	Green	8	SLC25A6	9606.ENSP00000370808	Solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31; ADP/ATP translocase 3; Catalyzes the exchange of cytoplasmic ADP with mitochondrial ATP across the mitochondrial inner membrane. May participate in the formation of the permeability transition pore complex (PTPC) responsible for the release of mitochondrial products that triggers apoptosis; Belongs to the mitochondrial carrier (TC 2.A.29) family
MCL	16	Green	8	TIMM17A	9606.ENSP00000356256	Mitochondrial import inner membrane translocase subunit Tim17-A; Essential component of the TIM23 complex, a complex that mediates the translocation of transit peptide-containing proteins across the mitochondrial inner membrane
MCL	16	Green	8	UQCRC2	9606.ENSP00000268379	Cytochrome b-c1 complex subunit 2, mitochondrial; This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. The core protein 2 is required for the assembly of the complex; M16 metallopeptidases
MCL	17	Light Green 3	7	ANK1	9606.ENSP00000265709	Ankyrin-1; Attaches integral membrane proteins to cytoskeletal elements; binds to the erythrocyte membrane protein band 4.2, to Na-K ATPase, to the lymphocyte membrane protein GP85, and to the cytoskeletal proteins fodrin, tubulin, vimentin and desmin. Erythrocyte ankyrins also link spectrin (beta chain) to the cytoplasmic domain of the erythrocytes anion exchange protein; they retain most or all of these binding functions
MCL	17	Light Green 3	7	ARF3	9606.ENSP00000256682	ADP-ribosylation factor 3; GTP-binding protein that functions as an allosteric activator of the cholera toxin catalytic subunit, an ADP- ribosyltransferase. Involved in protein trafficking; may modulate vesicle budding and uncoating within the Golgi apparatus; Belongs to the small GTPase superfamily. Arf family
MCL	17	Light Green 3	7	NRCAM	9606.ENSP00000368314	Neuronal cell adhesion molecule; Cell adhesion protein that is required for normal responses to cell-cell contacts in brain and in the peripheral nervous system. Plays a role in neurite outgrowth in response to contactin binding. Plays a role in mediating cell-cell contacts between Schwann cells and axons. Plays a role in the formation and maintenance of the nodes of Ranvier on myelinated axons. Nodes of Ranvier contain clustered sodium channels that are crucial for the saltatory propagation of action potentials along myelinated axons. During development, nodes of Ranvier are formed by [...] 
MCL	17	Light Green 3	7	SPTA1	9606.ENSP00000357129	Spectrin alpha chain, erythrocytic 1; Spectrin is the major constituent of the cytoskeletal network underlying the erythrocyte plasma membrane. It associates with band 4.1 and actin to form the cytoskeletal superstructure of the erythrocyte plasma membrane; EF-hand domain containing
MCL	17	Light Green 3	7	SPTAN1	9606.ENSP00000361824	Spectrin alpha chain, non-erythrocytic 1; Fodrin, which seems to be involved in secretion, interacts with calmodulin in a calcium-dependent manner and is thus candidate for the calcium-dependent movement of the cytoskeleton at the membrane; EF-hand domain containing
MCL	17	Light Green 3	7	SPTB	9606.ENSP00000451752	Spectrin beta chain, erythrocytic; Spectrin is the major constituent of the cytoskeletal network underlying the erythrocyte plasma membrane. It associates with band 4.1 and actin to form the cytoskeletal superstructure of the erythrocyte plasma membrane; Pleckstrin homology domain containing
MCL	17	Light Green 3	7	SPTBN1	9606.ENSP00000349259	Spectrin beta chain, non-erythrocytic 1; Fodrin, which seems to be involved in secretion, interacts with calmodulin in a calcium-dependent manner and is thus candidate for the calcium-dependent movement of the cytoskeleton at the membrane; Pleckstrin homology domain containing
MCL	18	Light Green 7	7	ATP1A1	9606.ENSP00000445306	Sodium/potassium-transporting ATPase subunit alpha-1; This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium ions, providing the energy for active transport of various nutrients; ATPase Na+/K+ transporting subunits
MCL	18	Light Green 7	7	ATP1A2	9606.ENSP00000354490	Sodium/potassium-transporting ATPase subunit alpha-2; This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium, providing the energy for active transport of various nutrients; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIC subfamily
MCL	18	Light Green 7	7	ATP1A3	9606.ENSP00000444688	Sodium/potassium-transporting ATPase subunit alpha-3; This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium ions, providing the energy for active transport of various nutrients; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIC subfamily
MCL	18	Light Green 7	7	ATP1B1	9606.ENSP00000356790	Sodium/potassium-transporting ATPase subunit beta-1; This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane; ATPase Na+/K+ transporting subunits
MCL	18	Light Green 7	7	ATP1B2	9606.ENSP00000250111	Sodium/potassium-transporting ATPase subunit beta-2; This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The exact function of the beta-2 subunit is not known; ATPase Na+/K+ transporting subunits
MCL	18	Light Green 7	7	ATP2B4	9606.ENSP00000350310	Plasma membrane calcium-transporting ATPase 4; Calcium/calmodulin-regulated and magnesium-dependent enzyme that catalyzes the hydrolysis of ATP coupled with the transport of calcium out of the cell. By regulating sperm cell calcium homeostasis, may play a role in sperm motility (By similarity); Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIB subfamily
MCL	18	Light Green 7	7	ILVBL	9606.ENSP00000263383	Acetolactate synthase-like protein; ilvB acetolactate synthase like
MCL	19	Light Green 12	7	CISD1	9606.ENSP00000363041	CDGSH iron-sulfur domain-containing protein 1; Plays a key role in regulating maximal capacity for electron transport and oxidative phosphorylation (By similarity). May be involved in Fe-S cluster shuttling and/or in redox reactions; Belongs to the CISD protein family
MCL	19	Light Green 12	7	FIS1	9606.ENSP00000223136	Mitochondrial fission 1 protein; Involved in the fragmentation of the mitochondrial network and its perinuclear clustering. Plays a minor role in the recruitment and association of the fission mediator dynamin- related protein 1 (DNM1L) to the mitochondrial surface and mitochondrial fission. Can induce cytochrome c release from the mitochondrion to the cytosol, ultimately leading to apoptosis. Also mediates peroxisomal fission; Belongs to the FIS1 family
MCL	19	Light Green 12	7	PHB2	9606.ENSP00000441875	Prohibitin-2; Acts as a mediator of transcriptional repression by nuclear hormone receptors via recruitment of histone deacetylases (By similarity). Functions as an estrogen receptor (ER)-selective coregulator that potentiates the inhibitory activities of antiestrogens and represses the activity of estrogens. Competes with NCOA1 for modulation of ER transcriptional activity. Probably involved in regulating mitochondrial respiration activity and in aging
MCL	19	Light Green 12	7	PTRH2	9606.ENSP00000464327	Peptidyl-tRNA hydrolase 2, mitochondrial; The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis; Belongs to the PTH2 family
MCL	19	Light Green 12	7	VDAC1	9606.ENSP00000265333	Voltage-dependent anion-selective channel protein 1; Forms a channel through the mitochondrial outer membrane and also the plasma membrane. The channel at the outer mitochondrial membrane allows diffusion of small hydrophilic molecules; in the plasma membrane it is involved in cell volume regulation and apoptosis. It adopts an open conformation at low or zero membrane potential and a closed conformation at potentials above 30-40 mV. The open state has a weak anion selectivity whereas the closed state is cation-selective. May participate in the formation of the permeability transition p [...] 
MCL	19	Light Green 12	7	VDAC2	9606.ENSP00000361635	Voltage-dependent anion-selective channel protein 2; Forms a channel through the mitochondrial outer membrane that allows diffusion of small hydrophilic molecules. The channel adopts an open conformation at low or zero membrane potential and a closed conformation at potentials above 30-40 mV. The open state has a weak anion selectivity whereas the closed state is cation- selective; Belongs to the eukaryotic mitochondrial porin family
MCL	19	Light Green 12	7	VDAC3	9606.ENSP00000428845	Voltage-dependent anion-selective channel protein 3; Forms a channel through the mitochondrial outer membrane that allows diffusion of small hydrophilic molecules; Belongs to the eukaryotic mitochondrial porin family
MCL	20	Light Green 16	7	CD81	9606.ENSP00000263645	CD81 antigen; May play an important role in the regulation of lymphoma cell growth. Interacts with a 16-kDa Leu-13 protein to form a complex possibly involved in signal transduction. May act as the viral receptor for HCV; CD molecules
MCL	20	Light Green 16	7	CD9	9606.ENSP00000371958	CD9 antigen; Involved in platelet activation and aggregation. Regulates paranodal junction formation. Involved in cell adhesion, cell motility and tumor metastasis. Required for sperm-egg fusion; Belongs to the tetraspanin (TM4SF) family
MCL	20	Light Green 16	7	FLOT1	9606.ENSP00000365569	Flotillin-1; May act as a scaffolding protein within caveolar membranes, functionally participating in formation of caveolae or caveolae-like vesicles; Flotillins
MCL	20	Light Green 16	7	FLOT2	9606.ENSP00000378368	Flotillin-2; May act as a scaffolding protein within caveolar membranes, functionally participating in formation of caveolae or caveolae-like vesicles. May be involved in epidermal cell adhesion and epidermal structure and function; Belongs to the band 7/mec-2 family. Flotillin subfamily
MCL	20	Light Green 16	7	GPR56	9606.ENSP00000455215	Adhesion G-protein coupled receptor G1; Receptor involved in cell adhesion and probably in cell- cell interactions. Mediates cell matrix adhesion in developing neurons and hematopoietic stem cells. Receptor for collagen III/COL3A1 in the developing brain and involved in regulation of cortical development, specifically in maintenance of the pial basement membrane integrity and in cortical lamination (By similarity). Binding to the COL3A1 ligand inhibits neuronal migration and activates the RhoA pathway by coupling to GNA13 and possibly GNA12. Plays a role in the maintenance of hematopoi [...] 
MCL	20	Light Green 16	7	IGSF8	9606.ENSP00000357065	Immunoglobulin superfamily, member 8; Immunoglobulin superfamily member 8; May play a key role in diverse functions ascribed to CD81 and CD9 such as oocytes fertilization or hepatitis C virus function. May regulate proliferation and differentiation of keratinocytes. May be a negative regulator of cell motility: suppresses T-cell mobility coordinately with CD81, associates with CD82 to suppress prostate cancer cell migration, regulates epidermoid cell reaggregation and motility on laminin-5 with CD9 and CD81 as key linkers. May also play a role on integrin- dependent morphology and moti [...] 
MCL	20	Light Green 16	7	SLC44A1	9606.ENSP00000363852	Choline transporter-like protein 1; Choline transporter. May be involved in membrane synthesis and myelin production; Belongs to the CTL (choline transporter-like) family
MCL	21	Light Green 19	6	RAB2A	9606.ENSP00000262646	Ras-related protein Rab-2A; Required for protein transport from the endoplasmic reticulum to the Golgi complex; RAB, member RAS oncogene GTPases
MCL	21	Light Green 19	6	RAB4A	9606.ENSP00000355651	Ras-related protein Rab-4A; Protein transport. Probably involved in vesicular traffic (By similarity); RAB, member RAS oncogene GTPases
MCL	21	Light Green 19	6	RAB5B	9606.ENSP00000353444	Ras-related protein Rab-5B; Protein transport. Probably involved in vesicular traffic (By similarity); Belongs to the small GTPase superfamily. Rab family
MCL	21	Light Green 19	6	RAB5C	9606.ENSP00000447053	Ras-related protein Rab-5C; Protein transport. Probably involved in vesicular traffic (By similarity); RAB, member RAS oncogene GTPases
MCL	21	Light Green 19	6	RAB6A	9606.ENSP00000311449	Ras-related protein Rab-6A; Protein transport. Regulator of membrane traffic from the Golgi apparatus towards the endoplasmic reticulum (ER). Has a low GTPase activity. Involved in COPI-independent retrograde transport from the Golgi to the ER; RAB, member RAS oncogene GTPases
MCL	21	Light Green 19	6	RAB7A	9606.ENSP00000265062	Ras-related protein Rab-7a; Key regulator in endo-lysosomal trafficking. Governs early-to-late endosomal maturation, microtubule minus-end as well as plus-end directed endosomal migration and positioning, and endosome-lysosome transport through different protein-protein interaction cascades. Plays a central role, not only in endosomal traffic, but also in many other cellular and physiological events, such as growth-factor-mediated cell signaling, nutrient- transportor mediated nutrient uptake, neurotrophin transport in the axons of neurons and lipid metabolism. Also involved in regulat [...] 
